id|authority_id|name|publisher_id|place|url|machine_name|sort_name|identifier|type
2182|1175|Complexity and the Human Experience: Modeling Complexity in the Humanities and Social Sciences|173|||complexity and the human experience modeling complexity in the humanities and social sciences|complexity andhuman experience modeling complexity in the humanities and social sciences|9789814463263|ISBN13
2203|89|In search of a usable past:   the Marshall Plan and postwar reconstruction today|2986|||in search of a usable past the marshall plan and postwar reconstruction today|in search of a usable pastmarshall plan and postwar reconstruction today|9780935524062|ISBN13
1195|1209|The exorbitant :Emmanuel Levinas between Jews and Christians|1|||the exorbitant emmanuel levinas between jews and christians|exorbitant emmanuel levinas between jews and christians|9780823230150|ISBN13
1190|1190|The philosophy of deception|1|||the philosophy of deception|philosophy of deception|9780195327939|ISBN13
1231|63|Understanding place:   GIS and mapping across the curriculum|1|||understanding place gis and mapping across the curriculum|understanding place gis and mapping acrosscurriculum|9781589481497|ISBN13
1919|296|Romances of the archive in contemporary British fiction|452|||romances of the archive in contemporary british fiction|romances ofarchive in contemporary british fiction|0802035892|ISBN10
1924|278|Sisters of Medea:   the tragic heroine across cultures|2877|||sisters of medea the tragic heroine across cultures|sisters of medeatragic heroine across cultures|1931948488|ISBN10
1846|1133|The Ecopoetry anthology|2859|||the ecopoetry anthology|ecopoetry anthology|9781595341464|ISBN13
1844|1136|The Muse at Play : Riddles and Wordplay in Greek and Latin Poetry|2|||the muse at play riddles and wordplay in greek and latin poetry|muse at play riddles and wordplay in greek and latin poetry|9783110270006|ISBN13
1847|1131|The Oxford Encyclopedia of American Social History|10|||the oxford encyclopedia of american social history|oxford encyclopedia of american social history|9780199743377|ISBN13
1855|327|Journal of the Torrey Botanical Society|2861|||journal of the torrey botanical society|journal oftorrey botanical society|1095-5674|ISSN
1899|74|Integral Equations and Operator Theory|2308|||integral equations and operator theory|integral equations and operatorory|0378-620X|ISSN
1876|327|Journal of the Torrey Botanical Society|2861|||journal of the torrey botanical society|journal oftorrey botanical society|1095-5674|ISSN
1891|525|Journal of Statistical Mechanics: Theory and Experiment|441|||journal of statistical mechanics theory and experiment|journal of statistical mechanicsory and experiment|1742-5468|ISSN
1893|851|Journal for the History of Analytical Philosophy|566|||journal for the history of analytical philosophy|journal forhistory of analytical philosophy|2159-0303|ISSN
1935|25|Southern Journal of Philosophy|210|||southern journal of philosophy|sourn journal of philosophy|0038-4283|ISSN
1949|1124|Collaborative Endeavors in the Chemical Analysis of Art and Cultural Heritage Materials|710|||collaborative endeavors in the chemical analysis of art and cultural heritage materials|collaborative endeavors inchemical analysis of art and cultural heritage materials|9780841227309|ISBN13
1841|1152|Empathie et Esthetique|2857|||empathie et esthetique|empathie et estique|9782705684723|ISBN13
1918|287|Law's interior:   legal and literary constructions of the self|2873|||law s interior legal and literary constructions of the self|law s interior legal and literary constructions ofself|080143856X|ISBN10
1805|1197|Religion in the contemporary South: diversity, community, and identity|2839|||religion in the contemporary south diversity community and identity|religion incontemporary south diversity community and identity|082031675X|ISBN10
2156|1369|Theater of War and Exile: Twelve Playwrights, Directors and Performers from Eastern Europe and Israel|2867|||theater of war and exile twelve playwrights directors and performers from eastern europe and israel|ater of war and exile twelve playwrights directors and performers from eastern europe and israel|9780786473120|ISBN13
986|986|Involve, a Journal of Mathematics|1801|||involve a journal of mathematics|involve a journal of mamatics|1944-4176|ISSN
1766|1139|Coming to life : philosophies of pregnancy, childbirth, and mothering|171|||coming to life philosophies of pregnancy childbirth and mothering|coming to life philosophies of pregnancy childbirth and moring|9780823244607|ISBN13
2131|1121|Donald Davidson on Truth, Meaning, and the Mental|10|||donald davidson on truth meaning and the mental|donald davidson on truth meaning andmental|9780199697519|ISBN13
1762|1146|Las Mocedades De Rodrigo: The Youthful Deeds of Rodrigo, the Cid|2807|||las mocedades de rodrigo the youthful deeds of rodrigo the cid|las mocedades de rodrigoyouthful deeds of rodrigo the cid|9781442615953|ISBN13
1796|518|Placing the academy : essays on landscape, work, and identity|2834|||placing the academy essays on landscape work and identity|placingacademy essays on landscape work and identity|9780874216578|ISBN13
1691|1690|Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS|33|||proceedings of the annual international conference of the ieee engineering in medicine and biology society embs|proceedings ofannual international conference of the ieee engineering in medicine and biology society embs|9781424492718|ISBN13
1774|1013|The origins and early history of American wind music: instrument makers, composers, instructional methods, and ensemble performance|2816|||the origins and early history of american wind music instrument makers composers instructional methods and ensemble performance|origins and early history of american wind music instrument makers composers instructional methods and ensemble performance|9780773443518|ISBN13
2119|247|We, the people:   essays of Hsin-Jen|2970|||we the people essays of hsin jen|wepeople essays of hsin jen|0961172657|ISBN10
2120|247|We, the people:   essays of Hsin-Jen|2970|||we the people essays of hsin jen|wepeople essays of hsin jen|9780961172657|ISBN13
1832|842|Families, systems  health : the journal of collaborative family healthcare|121|||families systems health the journal of collaborative family healthcare|families systems healthjournal of collaborative family healthcare|1939-0602|ISSN
2054|1448|Unknown (0899-7640, 1552-7395)|1|||unknown 0899 7640 1552 7395|unknown 0899 7640 1552 7395|0899-7640|ISSN
217|217|Ecology|1227|||ecology|ecology|0012-9658|ISSN
1836|320|Corpo del papa. English;The Pope's body|91|||corpo del papa english the pope s body|corpo del papa englishpope s body|0226034372|ISBN10
1955|919|18th Americas Conference on Information Systems 2012, AMCIS 2012|2894|||18th americas conference on information systems 2012 amcis 2012|18th americas conference on information systems 2012 amcis 2012|9781622768271|ISBN13
1863|321|Nature, woman, and the art of politics|5|||nature woman and the art of politics|nature woman andart of politics|0847692469|ISBN10
1864|321|Nature, woman, and the art of politics|5|||nature woman and the art of politics|nature woman andart of politics|0847692469|ISBN10
1866|321|Nature, woman, and the art of politics|5|||nature woman and the art of politics|nature woman andart of politics|0847692469|ISBN10
1736|868|Comparative politics: integrating theories, methods, and cases|10|||comparative politics integrating theories methods and cases|comparative politics integratingories methods and cases|9780195392104|ISBN13
1696|1690|Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS|22|||proceedings of the annual international conference of the ieee engineering in medicine and biology society embs|proceedings ofannual international conference of the ieee engineering in medicine and biology society embs|9781424492718|ISBN13
299|1933|Messenger:   poems|1|||messenger poems|messenger poems|0807126748|ISBN10
280|280|Analytical Chemistry|710|||analytical chemistry|analytical chemistry|0003-2700|ISSN
407|2197|Family  honor|1|||family honor|family honor|9781934368039|ISBN13
55|55|Woman's Art Journal|1954|||woman s art journal|woman s art journal|0270-7993|ISSN
94|518|Placing the academy:   essays on landscape, work, and identity|1|||placing the academy essays on landscape work and identity|placingacademy essays on landscape work and identity|9780874216578|ISBN13
122|122|Journal of Structural Geology|1276|||journal of structural geology|journal of structural geology|0191-8141|ISSN
194|194|Family preserve:   poems|1|||family preserve poems|family preserve poems|081392328X|ISBN10
526|363|Annals of Biomedical Engineering|93|||annals of biomedical engineering|annals of biomedical engineering|0090-6964|ISSN
527|527|Fundamentals of philosophy|1|||fundamentals of philosophy|fundamentals of philosophy|9780205647620|ISBN13
549|806|World Development|1|||world development|world development|1873-5991|ISSN
585|1820|Women : images and realities : a multicultural anthology|1|||women images and realities a multicultural anthology|women images and realities a multicultural anthology|1559349786|ISBN10
573|573|Ven conmigo! Level 3, Practice and activity book|1|||ven conmigo level 3 practice and activity book|ven conmigo level 3 practice and activity book|003095021X|ISBN10
624|466|Victorian Studies|1496|||victorian studies|victorian studies|0042-5222|ISSN
614|614|Ancient graffiti in context|45|||ancient graffiti in context|ancient graffiti in context|9780415878890|ISBN13
644|644|Late Imperial China|1666|||late imperial china|late imperial china|0884-3236|ISSN
704|704|Connection Science|574|||connection science|connection science|0954-0091|ISSN
707|707|International Journal of Public Opinion Research|502|||international journal of public opinion research|international journal of public opinion research|0954-2892|ISSN
696|531|Journal of Military History|2275|||journal of military history|journal of military history|0899-3718|ISSN
708|82|Journal of Democracy|1666|||journal of democracy|journal of democracy|1045-5736|ISSN
760|760|International Affairs|543|||international affairs|international affairs|0020-5850|ISSN
774|268|International Journal of Historical Archeology|2308|||international journal of historical archeology|international journal of historical archeology|1092-7697|ISSN
810|810|Biomedical sciences instrumentation|130|||biomedical sciences instrumentation|biomedical sciences instrumentation|0067-8856|ISSN
887|52|Earth|1|||earth|earth|1943-345X|ISSN
881|881|American Economic Journal: Applied Economics|723|||american economic journal applied economics|american economic journal applied economics|1945-7782|ISSN
905|678|Speculum|409|||speculum|speculum|0038-7134|ISSN
901|115|Psychology and aging|752|||psychology and aging|psychology and aging|0882-7974|ISSN
1259|1259|ACRL 2015|12|||acrl 2015|acrl 2015|9780838988121|ISBN13
1237|215|Unknown (0046-225X, 1938-2936)|1|||unknown 0046 225x 1938 2936|unknown 0046 225x 1938 2936|0046-225X|ISSN
1304|110|Modern NMR Spectroscopy in Education|710|||modern nmr spectroscopy in education|modern nmr spectroscopy in education|9780841239951|ISBN13
1236|1719|Unknown (2329-0390(Electronic);2329-0382(Print))|752|||unknown 2329 0390 electronic 2329 0382 print|unknown 2329 0390 electronic 2329 0382 print|2329-0382|ISSN
1410|1410|Journal of Applied Philosophy|543|||journal of applied philosophy|journal of applied philosophy|1468-5930|ISSN
1379|1676|Business horizons|1276|||business horizons|business horizons|0007-6813|ISSN
1671|642|American Book Review|74|||american book review|american book review|2153-4578|ISSN
1464|1091|Current debates in comparative politics|10|||current debates in comparative politics|current debates in comparative politics|9780199341351|ISBN13
1458|175|Physiology and Behavior|1276|||physiology and behavior|physiology and behavior|0031-9384|ISSN
1473|215|Environmental Entomology|1|||environmental entomology|environmental entomology|0046-225X|ISSN
1469|201|Sex Roles|2308|||sex roles|sex roles|0360-0025|ISSN
1474|380|East European Politics and Societies|2155|||east european politics and societies|east european politics and societies|0888-3254|ISSN
1471|1009|Ecology of Freshwater Fish|1140|||ecology of freshwater fish|ecology of freshwater fish|1600-0633|ISSN
1541|1487|Ecotone|250|||ecotone|ecotone|2165-2651|ISSN
1520|205|Psychology & Marketing|543|||psychology marketing|psychology marketing|1520-6793|ISSN
1490|362|Teaching of Psychology|2155|||teaching of psychology|teaching of psychology|0098-6283|ISSN
1506|642|American Book Review|74|||american book review|american book review|0149-9408|ISSN
1498|6|Economic Change and Restructuring|2308|||economic change and restructuring|economic change and restructuring|1573-9414|ISSN
1582|1582|Style|253|||style|style|0039-4238|ISSN
1544|893|Renaissance Quarterly|252|||renaissance quarterly|renaissance quarterly|0033-7072|ISSN
1573|370|Physical Review E - Statistical, Nonlinear, and Soft Matter Physics|745|||physical review e statistical nonlinear and soft matter physics|physical review e statistical nonlinear and soft matter physics|1539-3755|ISSN
1570|1090|Memory of silence|261|||memory of silence|memory of silence|9780982786048|ISBN13
1559|1180|Modernism and Autobiography|6|||modernism and autobiography|modernism and autobiography|9781139992169|ISBN13
1569|817|Romance Quarterly|361|||romance quarterly|romance quarterly|1940-3216|ISSN
1572|7|Journal of Functional Analysis|1276|||journal of functional analysis|journal of functional analysis|0022-1236|ISSN
1574|1031|Journalism History|263|||journalism history|journalism history|0094-7679|ISSN
1580|596|Earth Surface Processes and Landforms|540|||earth surface processes and landforms|earth surface processes and landforms|0197-9337|ISSN
1557|66|Environmental History|497|||environmental history|environmental history|1084-5453|ISSN
1553|369|BMC Evolutionary Biology|970|||bmc evolutionary biology|bmc evolutionary biology|1471-2148|ISSN
1586|1206|7th International Conference, AGI 2014|267|||7th international conference agi 2014|7th international conference agi 2014|9783319092744|ISBN13
1583|1167|Art of Merit: Studies in Buddhist Art and its Conservation|112|||art of merit studies in buddhist art and its conservation|art of merit studies in buddhist art and its conservation|9781904982920|ISBN13
1587|1165|Contemporary Media Ethics: A Practical Guide for Students, Scholars, Professionals in a Globalized World|181|||contemporary media ethics a practical guide for students scholars professionals in a globalized world|contemporary media ethics a practical guide for students scholars professionals in a globalized world|9780983347620|ISBN13
1584|1080|Python Programming for Teens|266|||python programming for teens|python programming for teens|9781305271968|ISBN13
1608|604|Poetry|282|||poetry|poetry|0032-2032|ISSN
1628|11|Ecological Economics|1276|||ecological economics|ecological economics|0921-8009|ISSN
1610|605|Salamander|284|||salamander|salamander|1063-3359|ISSN
1643|1127|The Blair Reader|2779|||the blair reader|blair reader|9780205901845|ISBN13
1667|205|Psychology & Marketing|210|||psychology marketing|psychology marketing|1520-6793|ISSN
1648|1366|Handbook of Olfaction and Gustation|1665|||handbook of olfaction and gustation|handbook of olfaction and gustation|9781118971758|ISBN13
1641|1034|International Conference on Intelligent User Interfaces, Proceedings IUI|872|||international conference on intelligent user interfaces proceedings iui|international conference on intelligent user interfaces proceedings iui|9781450321846|ISBN13
1631|35|Endocrinology|1290|||endocrinology|endocrinology|0013-7227|ISSN
1659|798|International Journal of Heat and Mass Transfer|416|||international journal of heat and mass transfer|international journal of heat and mass transfer|0017-9310|ISSN
1668|913|Hispanófila|218|||hispan fila|hispan fila|0018-2206|ISSN
1654|1486|Inquiry|360|||inquiry|inquiry|0020-174X|ISSN
1657|1481|Italian Studies|360|||italian studies|italian studies|0075-1634|ISSN
1658|1451|Teaching Sociology|793|||teaching sociology|teaching sociology|0092-055X|ISSN
1660|362|Teaching of Psychology|49|||teaching of psychology|teaching of psychology|0098-6283|ISSN
1656|797|European Journal of Physics|1329|||european journal of physics|european journal of physics|0143-0807|ISSN
1687|409|Unknown (0739-3172)|1|||unknown 0739 3172|unknown 0739 3172|0739-3172|ISSN
1684|1041|Ecological Engineering|416|||ecological engineering|ecological engineering|0925-8574|ISSN
1677|6|Economic Change and Restructuring|2308|||economic change and restructuring|economic change and restructuring|1573-9414|ISSN
1674|101|PS - Political Science and Politics|406|||ps political science and politics|ps political science and politics|1049-0965|ISSN
1675|665|Barrow Street|237|||barrow street|barrow street|1522-2160|ISSN
1694|1695|Unknown (1759-6653)|1|||unknown 1759 6653|unknown 1759 6653|1759-6653|ISSN
1680|653|Poemeleon|2783|||poemeleon|poemeleon|1933-6217|ISSN
1679|1012|New Ohio Review|2782|||new ohio review|new ohio review|1935-357X|ISSN
1689|1638|Unknown (2051-7084)|1|||unknown 2051 7084|unknown 2051 7084|2051-7084|ISSN
1683|1038|Levure littéraire|2786|||levure litt raire|levure litt raire|2268-9915|ISSN
1682|1029|Switchback|2980|||switchback|switchback|2325-0380|ISSN
1749|1174|The Ashgate Research Companion to the Counter-Reformation|2801|||the ashgate research companion to the counter reformation|ashgate research companion to the counter reformation|9781409423737|ISBN13
1755|1170|Women Write Resistance: Poets Resist Gender Violence|2804|||women write resistance poets resist gender violence|women write resistance poets resist gender violence|9780615772783|ISBN13
1768|470|Letras Femeninas|2810|||letras femeninas|letras femeninas|0277-4356|ISSN
1769|470|Letras Femeninas|2811|||letras femeninas|letras femeninas|0277-4356|ISSN
1746|580|Monographic Review/Revista Monografica|2799|||monographic review revista monogr fica|monographic review revista monogr fica|0885-7512|ISSN
1745|1440|Virginia Economic Journal|2798|||virginia economic journal|virginia economic journal|1085-1046|ISSN
1773|1487|Ecotone|2815|||ecotone|ecotone|1553-1775|ISSN
2067|230|Journal of Health Communication|4|||journal of health communication|journal of health communication|1081-0730|ISSN
2045|539|Philosophical Writings|2943|||philosophical writings|philosophical writings|1361-9365|ISSN
2052|540|Logic and Logical Philosophy|1185|||logic and logical philosophy|logic and logical philosophy|1425-3305|ISSN
2114|228|Journal of Religious Ethics|210|||journal of religious ethics|journal of religious ethics|1467-9795|ISSN
2107|909|Central European History|406|||central european history|central european history|0008-9389|ISSN
2112|242|ELH - English Literary History|594|||elh english literary history|elh english literary history|0013-8304|ISSN
2109|215|Environmental Entomology|405|||environmental entomology|environmental entomology|0046-225X|ISSN
2117|258|European Management Journal|416|||european management journal|european management journal|0263-2373|ISSN
2106|115|Psychology and aging|121|||psychology and aging|psychology and aging|0882-7974|ISSN
2138|1448|Nonprofit and Voluntary Sector Quarterly|82|||nonprofit and voluntary sector quarterly|nonprofit and voluntary sector quarterly|0899-7640|ISSN
2116|34|Review of Financial Economics|416|||review of financial economics|review of financial economics|1058-3300|ISSN
2196|1078|Journal of Late Antiquity|594|||journal of late antiquity|journal of late antiquity|1939-6716|ISSN
934|934|Journal of Chinese Cinemas|1574|||journal of chinese cinemas|journal of chinese cinemas|1750-8061|ISSN
2186|1072|Energies|1807|||energies|energies|1996-1073|ISSN
2185|1029|Switchback|2980|||switchback|switchback|2325-0380|ISSN
2188|1058|The FASEB Journal|1350|||the faseb journal|faseb journal|0892-6638|ISSN
2216|865|Fiction|2993|||fiction|fiction|0046-3736|ISSN
942|363|Annals of Biomedical Engineering|2308|||annals of biomedical engineering|annals of biomedical engineering|0090-6964|ISSN
2218|661|Puerto del Sol|2995|||puerto del sol|puerto del sol|0738-517X|ISSN
2215|864|Tampa Review|2992|||tampa review|tampa review|0896-064X|ISSN
987|366|Social Cognition|1425|||social cognition|social cognition|0278-016X|ISSN
990|990|Archives of Clinical Neuropsychology|481|||archives of clinical neuropsychology|archives of clinical neuropsychology|0887-6177|ISSN
994|2|Global Economy Journal|1184|||global economy journal|global economy journal|1524-5861|ISSN
984|375|Review of Law and Economics|1184|||review of law and economics|review of law and economics|1555-5879|ISSN
1149|1156|Love and Pomegranates|1|||love and pomegranates|love and pomegranates|0984835997|ISBN10
1210|8|Physical Review A - Atomic, Molecular, and Optical Physics|1|||physical review a atomic molecular and optical physics|physical review a atomic molecular and optical physics|1050-2947|ISSN
1829|824|Arts of wonder : enchanting secularity : Walter de Maria, Diller + Scofidio, James Turrell, Andy Goldsworthy|91|||arts of wonder enchanting secularity walter de maria diller scofidio james turrell andy goldsworthy|arts of wonder enchanting secularity walter de maria diller scofidio james turrell andy goldsworthy|9780226451060|ISBN13
1207|1502|The B.E. Journal of Economic Analysis & Policy|1|||the b e journal of economic analysis policy|b e journal of economic analysis policy|2194-6108|ISSN
1873|138|Optics Letters|304|||optics letters|optics letters|0146-9592|ISSN
1875|312|International Journal of Psychophysiology|416|||international journal of psychophysiology|international journal of psychophysiology|0167-8760|ISSN
1887|857|North American Journal of Fisheries Management|4|||north american journal of fisheries management|north american journal of fisheries management|0275-5947|ISSN
1890|772|Great Plains Quarterly|78|||great plains quarterly|great plains quarterly|0275-7664|ISSN
1996|1996|PMS poemmemoirstory|2922|||pms poemmemoirstory|pms poemmemoirstory|1535-1335|ISSN
1962|249|International Journal of Sustainable Development|1488|||international journal of sustainable development|international journal of sustainable development|0960-1406|ISSN
1958|132|Journal of Geoscience Education|2897|||journal of geoscience education|journal of geoscience education|1089-9995|ISSN
1940|1050|Journal of Indo-Judaic Studies|2886|||journal of indo judaic studies|journal of indo judaic studies|1206-9330|ISSN
1957|863|Phantom Drift|2896|||phantom drift|phantom drift|2162-8211|ISSN
116|116|Lions at Lamb House:   Freud's 'Lost' analysis of Henry James|1|||lions at lamb house freud s lost analysis of henry james|lions at lamb house freud s lost analysis of henry james|9781933372341|ISBN13
117|117|Nineteenth Century Prose|1|||nineteenth century prose|nineteenth century prose|1052-0406|ISSN
119|119|African Development Review|543|||african development review|african development review|1017-6772|ISSN
123|123|Progress in Biophysics and Molecular Biology|1276|||progress in biophysics and molecular biology|progress in biophysics and molecular biology|0079-6107|ISSN
124|124|Biophysical Journal|972|||biophysical journal|biophysical journal|0006-3495|ISSN
163|163|Virginia's Civil War|1|||virginia s civil war|virginia s civil war|0813923158|ISBN10
144|144|Philosophy|409|||philosophy|philosophy|0031-8191|ISSN
147|147|Children's Health Care|363|||children s health care|children s health care|0273-9615|ISSN
148|148|Matsuo Bash?'s poetic spaces:   exploring haikai intersections|1|||matsuo bash s poetic spaces exploring haikai intersections|matsuo bash s poetic spaces exploring haikai intersections|9781403972583|ISBN13
149|149|Journal of Marketing|738|||journal of marketing|journal of marketing|0022-2429|ISSN
150|150|Uke rivers delivers:   stories|1|||uke rivers delivers stories|uke rivers delivers stories|0807131873|ISBN10
151|151|Get down:   stories|1|||get down stories|get down stories|9780374299422|ISBN13
154|154|Perspectives on Political Science|361|||perspectives on political science|perspectives on political science|1045-7097|ISSN
156|156|Review of International Economics|543|||review of international economics|review of international economics|0965-7576|ISSN
157|157|American Anthropologist|686|||american anthropologist|american anthropologist|0002-7294|ISSN
159|159|Modern China|2155|||modern china|modern china|0097-7004|ISSN
160|160|Journal of Field Ornithology|540|||journal of field ornithology|journal of field ornithology|0273-8570|ISSN
161|161|HortScience|767|||hortscience|hortscience|0018-5345|ISSN
162|162|AAPG Memoir|698|||aapg memoir|aapg memoir|0271-8529|ISSN
216|216|International Journal of Sustainable Development and World Ecology|574|||international journal of sustainable development and world ecology|international journal of sustainable development and world ecology|1350-4509|ISSN
173|1981|Unknown (SFW CD 40815 Smithsonian Folkways Recordings;MG-7-202 Mary Records)|1|||unknown sfw cd 40815 smithsonian folkways recordings mg 7 202 mary records|unknown sfw cd 40815 smithsonian folkways recordings mg 7 202 mary records|MG-7-202|
175|175|Physiology and Behavior|1276|||physiology and behavior|physiology and behavior|0031-9384|ISSN
179|179|AIAA Journal|732|||aiaa journal|aiaa journal|0001-1452|ISSN
180|180|AI Magazine|884|||ai magazine|ai magazine|0738-4602|ISSN
181|181|Biological Psychology|1276|||biological psychology|biological psychology|0301-0511|ISSN
182|182|Journal of Family Psychology|752|||journal of family psychology|journal of family psychology|0893-3200|ISSN
183|183|American Indian biographies|76|||american indian biographies|american indian biographies|1587652331|ISBN10
186|186|Gypsy with baby:   poems|1|||gypsy with baby poems|gypsy with baby poems|0945083114|ISBN10
188|188|Journal of School Health|540|||journal of school health|journal of school health|0022-4391|ISSN
189|189|Volviendo a omega|1|||volviendo a omega|volviendo a omega|8478393382|ISBN10
191|191|American Laboratory|86|||american laboratory|american laboratory|0044-7749|ISSN
192|192|Building environments|147|||building environments|building environments|1572334401|ISBN10
193|193|Systematic Botany|2919|||systematic botany|systematic botany|0363-6445|ISSN
195|195|Put your sorry side|1|||put your sorry side|put your sorry side|0971767165|ISBN10
196|196|Chemical Physics Letters|1276|||chemical physics letters|chemical physics letters|0009-2614|ISSN
197|197|Transfusion|540|||transfusion|transfusion|0041-1132|ISSN
208|208|Heart Rhythm|1276|||heart rhythm|heart rhythm|1547-5271|ISSN
209|209|Organometallics|710|||organometallics|organometallics|0276-7333|ISSN
210|210|North American Archaeologist|2155|||north american archaeologist|north american archaeologist|0197-6931|ISSN
211|211|Journal of Economic Psychology|1276|||journal of economic psychology|journal of economic psychology|0167-4870|ISSN
214|214|Journal of Chemical Ecology|2308|||journal of chemical ecology|journal of chemical ecology|0098-0331|ISSN
226|226|Dorrance, narrative, history:   a chapbook|1|||dorrance narrative history a chapbook|dorrance narrative history a chapbook|1589982320|ISBN10
219|219|Anales de la Literatura Espanola Contemporanea|98|||anales de la literatura espanola contemporanea|anales de la literatura espanola contemporanea|0272-1635|ISSN
220|220|Myth and knowing:   an introduction to world mythology|1|||myth and knowing an introduction to world mythology|myth and knowing an introduction to world mythology|076741957X|ISBN10
225|225|Brightwood:   poems|137|||brightwood poems|brightwood poems|0807128988|ISBN10
228|228|Journal of Religious Ethics|543|||journal of religious ethics|journal of religious ethics|0384-9694|ISSN
230|230|Journal of Health Communication|573|||journal of health communication|journal of health communication|1081-0730|ISSN
232|232|Experimental Economics|2308|||experimental economics|experimental economics|1386-4157|ISSN
615|615|Symposium|361|||symposium|symposium|0039-7709|ISSN
471|471|Intertexts on Gender, Culture, and Literature in Indigenous North America|1|||intertexts on gender culture and literature in indigenous north america|intertexts on gender culture and literature in indigenous north america|1092-0625|ISSN
486|486|Broadcasting Modernism|37|||broadcasting modernism|broadcasting modernism|9780813044866|ISBN13
489|489|5AM|1|||5am|5am|1046-9826|ISSN
475|475|Honor for Us:  A Philosophical Analysis, Interpretation and Defense|1|||honor for us a philosophical analysis interpretation and defense|honor for us a philosophical analysis interpretation and defense|9781441188342|ISBN13
500|500|Europe's Journal of Psychology|2077|||europe s journal of psychology|europe s journal of psychology|1841-0413|ISSN
503|503|Journal of Nonverbal Behavior|2308|||journal of nonverbal behavior|journal of nonverbal behavior|0191-5886|ISSN
504|504|Quill|1|||quill|quill|0033-6475|ISSN
507|507|Geophysical Research Letters|1|||geophysical research letters|geophysical research letters|0094-8276|ISSN
506|506|Southwest Review|2835|||southwest review|southwest review|0038-4712|ISSN
528|528|Educause Review|1257|||educause review|educause review|1527-6619|ISSN
530|530|Physics Teacher|701|||physics teacher|physics teacher|0031-921X|ISSN
531|531|Journal of Military History|2275|||journal of military history|journal of military history|0899-3718|ISSN
532|532|Studies in Twentieth and Twenty First Century Literature|1893|||studies in twentieth and twenty first century literature|studies in twentieth and twenty first century literature|0145-7888|ISSN
571|571|Madrid en la líteratura y las artes : ensayos|1|||madrid en la l teratura y las artes ensayos|madrid en la l teratura y las artes ensayos|1931139407|ISBN10
538|538|Kant-Studien: Philosophische Zeitschrift der Kant-Gesellschaft|1184|||kant studien philosophische zeitschrift der kant gesellschaft|kant studien philosophische zeitschrift der kant gesellschaft|0022-8877|ISSN
540|540|Logic and Logical Philosophy|1185|||logic and logical philosophy|logic and logical philosophy|1425-3305|ISSN
541|541|Dialogue: Canadian Philosophical Review|2029|||dialogue canadian philosophical review|dialogue canadian philosophical review|0012-2173|ISSN
511|511|Transactions of the American Fisheries Society|574|||transactions of the american fisheries society|transactions ofamerican fisheries society|0002-8487|ISSN
517|517|Reading Leslie Marmon Silko : critical perspectives through Gardens in the dunes|1|||reading leslie marmon silko critical perspectives through gardens in the dunes|reading leslie marmon silko critical perspectives through gardens indunes|9788884924322|ISBN13
550|550|International Journal of Nuclear Knowledge Management|1488|||international journal of nuclear knowledge management|international journal of nuclear knowledge management|1479-540X|ISSN
551|551|Handbook of instrumental techniques for analytical chemistry|1|||handbook of instrumental techniques for analytical chemistry|handbook of instrumental techniques for analytical chemistry|0131773380|ISBN10
552|552|2010 American Bar Association Entertainment and Sports Lawyer|708|||2010 american bar association entertainment and sports lawyer|2010 american bar association entertainment and sports lawyer|0732-1880|ISSN
556|556|Los Angeles Times Magazine|1|||los angeles times magazine|los angeles times magazine|0458-3035|ISSN
557|557|ZYZZYVA|115|||zyzzyva|zyzzyva|8756-5633|ISSN
560|560|Journal of Applied Ecology|2754|||journal of applied ecology|journal of applied ecology|0021-8901|ISSN
561|561|Weed Science|2737|||weed science|weed science|0043-1745|ISSN
548|548|Malraux et la diversité culturelle : actes du colloque de Lexington, 30-31 octobre 2002, Washington and Lee University, 1er novembre 2002, Ambassade de France à Washington|1|||malraux et la diversit culturelle actes du colloque de lexington 30 31 octobre 2002 washington and lee university 1er novembre 2002 ambassade de france washington|malraux et la diversit culturelle actes du colloque de lexington 30 31 octobre 2002 washington and lee university 1er novembre 2002 ambassade de france washington|225691075X|ISBN10
564|564|Fisheries Oceanography|540|||fisheries oceanography|fisheries oceanography|1054-6006|ISSN
566|566|Homenaje a la Profesora L. Teresa Valdivieso : ensayos críticos|1|||homenaje a la profesora l teresa valdivieso ensayos cr ticos|homenaje a la profesora l teresa valdivieso ensayos cr ticos|1588711390|ISBN10
567|567|Cuaderno internacional de estudios humani�?sticos y literatura|184|||cuaderno internacional de estudios humani sticos y literatura|cuaderno internacional de estudios humani sticos y literatura|1521-8007|ISSN
568|568|Latin American women writers : an encyclopedia|1|||latin american women writers an encyclopedia|latin american women writers an encyclopedia|9780415979719|ISBN13
555|555|San Francisco Chronicle Magazine|2921|||san francisco chronicle magazine|san francisco chronicle magazine|1932-8672|ISSN
570|570|Anuario 2006 de Estudios Celianos. La obra del literato y sus alrededores: Estudios críticos en torno a Camilo José Cela.|104|||anuario 2006 de estudios celianos la obra del literato y sus alrededores estudios cr ticos en torno a camilo jos cela|anuario 2006 de estudios celianos la obra del literato y sus alrededores estudios cr ticos en torno a camilo jos cela|9788495891211|ISBN13
579|579|CiberLetras|157|||ciberletras|ciberletras|1523-1720|ISSN
